transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add_ons_purchased,add_on_total,revenue
8447,8593,40,Male,Yes,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2024-04-22,Standard,No Add ons,0.0,6329.52
8448,8594,33,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-09-30,Express,No Add ons,0.0,7120.71
8449,8594,33,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-06-16,Express,Add ons,37.09,2571.58
8450,8596,30,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-09-30,Express,No Add ons,0.0,3247.72
8451,8597,46,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-05-08,Standard,No Add ons,0.0,8448.3
8452,8598,60,Female,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2023-09-27,Overnight,Add ons,64.48,558.54
8453,8599,40,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-04-18,Overnight,Add ons,67.82,3315.54
8454,8599,40,Male,Yes,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-05-17,Express,No Add ons,0.0,3247.72
8455,8599,40,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2024-09-06,Standard,No Add ons,0.0,1729.21
8456,8600,58,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2024-01-03,Express,No Add ons,0.0,2223.27
8457,8602,40,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-06-27,Overnight,Add ons,11.81,2795.57
8458,8603,69,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,1689.66,844.83,2,2024-07-28,Overnight,No Add ons,0.0,1689.66
8459,8604,25,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2024-03-09,Overnight,Add ons,79.48,4303.629999999999
8460,8605,48,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2024-01-09,Overnight,Add ons,30.96,6360.4800000000005
8461,8605,48,Female,No,Laptop,SKU1005,3,Completed,PayPal,1391.88,463.96,3,2024-08-26,Overnight,Add ons,48.81,1440.69
8462,8607,19,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,2023-10-17,Standard,Add ons,57.76,2281.03
8463,8607,19,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-01-28,Express,Add ons,66.06,7186.77
8464,8607,19,Female,Yes,Tablet,SKU1002,3,Cancelled,PayPal,2470.3,247.03,10,2024-05-23,Express,Add ons,42.77,2513.07
8465,8607,19,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-08-20,Overnight,No Add ons,0.0,7120.71
8466,8609,73,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-02-25,Overnight,No Add ons,0.0,2223.27
8467,8610,44,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,5913.81,844.83,7,2024-01-05,Express,Add ons,78.73,5992.54
8468,8611,30,Male,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,2373.57,791.19,3,2023-12-21,Overnight,Add ons,87.94,2461.51
8469,8611,30,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7911.9,791.19,10,2024-01-06,Standard,Add ons,30.55,7942.45
8470,8612,34,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-08-29,Overnight,No Add ons,0.0,4747.14
8471,8614,62,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-09-06,Express,Add ons,92.87,1675.25
8472,8616,61,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2024-06-09,Express,No Add ons,0.0,1729.21
8473,8617,28,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-09-17,Standard,Add ons,65.99,6824.63
8474,8619,79,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2023-11-10,Overnight,Add ons,57.26,3436.5800000000004
8475,8619,79,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-01-18,Standard,Add ons,55.65,117.9
8476,8619,79,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-02-29,Overnight,Add ons,8.39,853.22
8477,8620,45,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,1482.18,247.03,6,2023-11-26,Express,Add ons,108.26,1590.44
8478,8620,45,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-05-31,Standard,Add ons,66.3,8514.599999999999
8479,8622,43,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2783.76,463.96,6,2024-05-23,Standard,Add ons,108.45,2892.21
8480,8624,34,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,1689.66,844.83,2,2024-05-17,Express,No Add ons,0.0,1689.66
8481,8626,36,Male,Yes,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2023-09-27,Overnight,No Add ons,0.0,2319.8
8482,8627,34,Female,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2023-11-27,Express,No Add ons,0.0,791.19
8483,8627,34,Female,No,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2024-06-06,Overnight,No Add ons,0.0,463.96
8484,8628,39,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2023-10-27,Overnight,Add ons,40.23,2360.03
8485,8630,61,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-05-14,Standard,Add ons,71.55,4247.1900000000005
8486,8630,61,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-08-09,Express,Add ons,48.62,256.12
8487,8632,60,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2023-12-07,Standard,Add ons,86.36,931.19
8488,8633,73,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-30,Express,Add ons,37.25,6795.89
8489,8634,77,Female,No,Laptop,SKU1005,3,Completed,PayPal,927.92,463.96,2,2023-12-20,Standard,Add ons,32.07,959.99
8490,8635,67,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2024-03-12,Overnight,Add ons,73.93,3453.25
8491,8637,43,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,6758.64,844.83,8,2024-01-16,Standard,Add ons,44.8,6803.4400000000005
8492,8637,43,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-02-07,Overnight,No Add ons,0.0,7603.47
8493,8640,29,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-12,Express,No Add ons,0.0,927.92
8494,8644,19,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-07-12,Overnight,Add ons,94.83,3259.59
8495,8645,54,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2023-11-25,Express,Add ons,81.36,7993.259999999999
8496,8646,28,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-01-06,Overnight,No Add ons,0.0,7911.9
8497,8646,28,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,2470.3,247.03,10,2024-04-21,Standard,Add ons,44.85,2515.15
8498,8647,31,Male,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-04-28,Express,No Add ons,0.0,207.5
8499,8649,31,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,1235.15,247.03,5,2023-10-14,Express,Add ons,54.0,1289.15
8500,8649,31,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-12-09,Express,Add ons,52.59,7173.3
8501,8649,31,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-08-10,Standard,Add ons,14.27,4761.410000000001
8502,8649,31,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2024-08-23,Standard,Add ons,43.04,5581.37
8503,8651,38,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-07-09,Standard,Add ons,24.33,2494.63
8504,8652,80,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-09-16,Standard,No Add ons,0.0,5068.98
8505,8653,73,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-06-30,Express,No Add ons,0.0,3164.76
8506,8654,44,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-05-08,Standard,Add ons,48.24,542.3
8507,8656,70,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,8448.3,844.83,10,2024-05-26,Overnight,Add ons,48.32,8496.619999999999
8508,8657,40,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,83.0,20.75,4,2024-08-06,Overnight,No Add ons,0.0,83.0
8509,8658,53,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-01-19,Overnight,Add ons,37.2,965.12
8510,8658,53,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-05-29,Express,Add ons,50.32,2584.81
8511,8658,53,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2024-08-13,Standard,Add ons,73.83,1465.71
8512,8659,21,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-05-25,Standard,Add ons,34.25,1723.91
8513,8660,27,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-08-12,Express,Add ons,42.04,5111.0199999999995
8514,8661,63,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,844.83,844.83,1,2024-03-13,Overnight,No Add ons,0.0,844.83
8515,8662,41,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-06-24,Express,Add ons,46.75,2830.51
8516,8663,63,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-01-19,Standard,Add ons,47.72,68.47
8517,8663,63,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,186.75,20.75,9,2024-05-03,Standard,No Add ons,0.0,186.75
8518,8664,24,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-05-01,Express,No Add ons,0.0,2783.76
8519,8664,24,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-08-17,Standard,Add ons,110.03,851.12
8520,8665,72,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2024-07-24,Express,Add ons,99.19,4323.339999999999
8521,8667,19,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2023-12-21,Express,No Add ons,0.0,1582.38
8522,8668,35,Male,No,Smartphone,SKU1004,2,Completed,PayPal,2373.57,791.19,3,2023-11-22,Overnight,Add ons,73.38,2446.9500000000003
8523,8669,61,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2023-10-13,Overnight,No Add ons,0.0,7911.9
8524,8669,61,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-03-19,Overnight,Add ons,14.74,478.7
8525,8669,61,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-06-27,Express,Add ons,54.79,548.85
8526,8670,46,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-07-30,Express,Add ons,39.63,205.63
8527,8671,31,Male,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2023-11-02,Overnight,Add ons,45.54,539.6
8528,8675,68,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-05-20,Standard,Add ons,42.8,506.76
8529,8678,32,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-04-30,Overnight,Add ons,117.16,3364.8799999999997
8530,8683,74,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-02-03,Overnight,Add ons,60.0,3307.72
8531,8684,47,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-04-05,Standard,No Add ons,0.0,20.75
8532,8684,47,Male,No,Tablet,SKU1002,3,Completed,PayPal,1482.18,247.03,6,2024-05-23,Standard,Add ons,30.48,1512.66
8533,8684,47,Male,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-07-02,Standard,Add ons,19.88,513.94
8534,8685,24,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-04-10,Standard,Add ons,59.14,7971.04
8535,8688,50,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,2023-11-27,Express,Add ons,101.86,8550.16
8536,8688,50,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-08-21,Express,No Add ons,0.0,3379.32
8537,8690,77,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-05-28,Express,Add ons,21.18,1710.8400000000001
8538,8691,29,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,2024-03-09,Overnight,Add ons,47.03,6805.67
8539,8692,48,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,1689.66,844.83,2,2023-12-29,Overnight,Add ons,32.29,1721.95
8540,8694,62,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-07-31,Overnight,Add ons,48.81,2832.57
8541,8695,61,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,2024-03-13,Overnight,Add ons,33.1,178.35
8542,8695,61,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-07-24,Express,Add ons,71.79,3451.11
8543,8698,60,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-02-26,Express,Add ons,45.16,1437.0400000000002
8544,8699,33,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-01-06,Standard,Add ons,71.88,2391.6800000000003
8545,8700,35,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2783.76,463.96,6,2024-08-02,Overnight,Add ons,65.76,2849.5200000000004
8546,8701,18,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-04-10,Standard,No Add ons,0.0,41.5
8547,8702,47,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2023-09-27,Express,Add ons,90.48,8002.379999999999
8548,8703,27,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,927.92,463.96,2,2024-03-02,Express,No Add ons,0.0,927.92
8549,8705,45,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,166.0,20.75,8,2024-05-16,Overnight,Add ons,34.15,200.15
8550,8705,45,Male,Yes,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-09-04,Standard,Add ons,84.78,929.61
8551,8706,64,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-10-23,Standard,Add ons,26.38,520.44
8552,8706,64,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-11-28,Overnight,Add ons,49.55,174.05
8553,8707,19,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-06-03,Standard,No Add ons,0.0,5538.33
8554,8708,64,Male,No,Laptop,SKU1005,3,Completed,PayPal,1391.88,463.96,3,2024-06-30,Standard,Add ons,60.16,1452.0400000000002
8555,8708,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-07-25,Express,No Add ons,0.0,7120.71
8556,8709,34,Male,Yes,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-17,Standard,Add ons,10.73,504.79
8557,8709,34,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,2024-01-06,Standard,Add ons,68.47,7671.9400000000005
8558,8710,49,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-20,Standard,Add ons,69.8,8518.099999999999
8559,8715,20,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,4747.14,791.19,6,2023-10-04,Standard,No Add ons,0.0,4747.14
8560,8715,20,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-01-15,Overnight,Add ons,96.46,3808.14
8561,8715,20,Male,Yes,Laptop,SKU1005,3,Completed,PayPal,3711.68,463.96,8,2024-04-10,Standard,Add ons,45.29,3756.97
8562,8716,78,Female,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-04-04,Overnight,Add ons,64.94,2041.18
8563,8717,67,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,494.06,247.03,2,2023-11-18,Overnight,Add ons,14.35,508.41
8564,8718,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2023-11-27,Standard,No Add ons,0.0,1391.88
8565,8719,36,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2023-10-29,Overnight,Add ons,25.34,519.4
8566,8719,36,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-03-18,Standard,Add ons,102.76,1337.91
8567,8719,36,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-09-10,Express,Add ons,9.71,1699.3700000000001
8568,8721,37,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-02-04,Standard,Add ons,43.68,147.43
8569,8721,37,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-02-10,Overnight,No Add ons,0.0,1729.21
8570,8722,53,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-05-04,Overnight,Add ons,139.51,984.34
8571,8722,53,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-08-09,Standard,Add ons,17.33,2390.9
8572,8723,41,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-05-13,Overnight,Add ons,40.28,504.24
8573,8723,41,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,186.75,20.75,9,2024-05-16,Standard,No Add ons,0.0,186.75
8574,8723,41,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-05-19,Express,Add ons,76.85,3788.5299999999997
8575,8724,61,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-02-29,Standard,No Add ons,0.0,3379.32
8576,8724,61,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-04-20,Express,Add ons,47.47,2421.04
8577,8724,61,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-07-29,Express,Add ons,39.54,6369.06
8578,8725,64,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2024-01-24,Express,Add ons,34.77,2011.01
8579,8725,64,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-09-07,Express,Add ons,60.11,2379.9100000000003
8580,8726,28,Male,No,Tablet,SKU1002,3,Completed,PayPal,2470.3,247.03,10,2024-02-10,Standard,No Add ons,0.0,2470.3
8581,8727,69,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-01-17,Overnight,No Add ons,0.0,844.83
8582,8728,45,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2023-12-21,Express,Add ons,56.41,2590.8999999999996
8583,8728,45,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2024-05-25,Standard,Add ons,40.8,1432.68
8584,8729,39,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2023-09-24,Standard,No Add ons,0.0,1729.21
8585,8729,39,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,741.09,247.03,3,2023-11-07,Express,No Add ons,0.0,741.09
8586,8729,39,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,988.12,247.03,4,2024-02-10,Express,No Add ons,0.0,988.12
8587,8731,34,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-09-05,Express,Add ons,47.7,975.62
8588,8731,34,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-09-08,Express,Add ons,21.63,208.38
8589,8731,34,Female,No,Tablet,SKU1002,3,Completed,PayPal,1235.15,247.03,5,2024-09-19,Overnight,Add ons,52.48,1287.63
8590,8732,24,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,2024-05-04,Overnight,Add ons,27.67,768.76
8591,8734,60,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2023-12-01,Standard,Add ons,27.5,152.0
8592,8734,60,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-08-27,Standard,No Add ons,0.0,741.09
8593,8736,42,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-05-03,Standard,Add ons,23.7,5092.679999999999
8594,8736,42,Male,No,Laptop,SKU1005,3,Cancelled,PayPal,3711.68,463.96,8,2024-06-05,Standard,No Add ons,0.0,3711.68
8595,8736,42,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-09-13,Overnight,Add ons,30.9,51.65
8596,8738,36,Female,No,Smartphone,SKU1001,5,Completed,PayPal,20.75,20.75,1,2024-07-19,Express,Add ons,109.42,130.17000000000002
8597,8739,50,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-06-23,Overnight,No Add ons,0.0,62.25
8598,8740,53,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,2024-04-07,Overnight,Add ons,23.65,8471.949999999999
8599,8740,53,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-06-21,Overnight,Add ons,63.51,2847.2700000000004
8600,8741,76,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-08-26,Express,No Add ons,0.0,1391.88
8601,8742,24,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2024-01-09,Overnight,Add ons,44.36,1773.57
8602,8745,71,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-07-16,Overnight,Add ons,34.48,2408.05
8603,8746,76,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2024-08-11,Express,No Add ons,0.0,1235.15
8604,8746,76,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-09-09,Standard,Add ons,94.52,6853.160000000001
8605,8748,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2023-10-21,Overnight,Add ons,138.44,385.47
8606,8749,33,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2023-10-18,Overnight,Add ons,73.28,1929.12
8607,8749,33,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-21,Standard,Add ons,24.19,8472.49
8608,8750,23,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-03-22,Express,Add ons,56.75,7177.46
8609,8754,62,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-02-23,Express,Add ons,70.7,2541.0
8610,8754,62,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-08-06,Overnight,No Add ons,0.0,988.12
8611,8755,28,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2023-11-27,Express,Add ons,53.18,2276.45
8612,8756,25,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2023-10-06,Overnight,Add ons,77.35,1806.56
8613,8756,25,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-02-13,Express,Add ons,18.71,39.46
8614,8756,25,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,2534.49,844.83,3,2024-06-08,Standard,Add ons,49.16,2583.6499999999996
8615,8757,51,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-10-30,Express,Add ons,73.83,2393.63
8616,8757,51,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-01-08,Express,Add ons,35.29,4674.89
8617,8757,51,Male,Yes,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2024-03-15,Express,Add ons,97.67,3262.4300000000003
8618,8757,51,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-05-25,Express,Add ons,84.55,2458.1200000000003
8619,8758,30,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-06-13,Standard,Add ons,89.46,6418.9800000000005
8620,8760,72,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,8448.3,844.83,10,2023-10-24,Standard,No Add ons,0.0,8448.3
8621,8762,61,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2023-10-30,Standard,Add ons,99.59,141.09
8622,8763,49,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-03-14,Express,No Add ons,0.0,166.0
8623,8763,49,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,494.06,247.03,2,2024-05-05,Express,Add ons,20.71,514.77
8624,8764,74,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,988.12,247.03,4,2023-12-28,Overnight,No Add ons,0.0,988.12
8625,8766,70,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-12-25,Overnight,No Add ons,0.0,166.0
8626,8770,39,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,5068.98,844.83,6,2024-08-28,Express,Add ons,47.26,5116.24
8627,8771,67,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-02-14,Overnight,No Add ons,0.0,62.25
8628,8771,67,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-08-09,Express,Add ons,66.88,1302.0300000000002
8629,8772,23,Male,No,Laptop,SKU1005,3,Completed,PayPal,4639.6,463.96,10,2023-11-01,Standard,Add ons,41.78,4681.38
8630,8772,23,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2023-12-10,Overnight,Add ons,70.58,2046.82
8631,8772,23,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,988.12,247.03,4,2024-02-22,Overnight,No Add ons,0.0,988.12
8632,8773,76,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2024-08-08,Standard,No Add ons,0.0,3164.76
8633,8774,39,Male,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,124.5,20.75,6,2023-11-03,Overnight,No Add ons,0.0,124.5
8634,8775,72,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-02-21,Express,Add ons,18.63,7139.34
8635,8775,72,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-04-06,Standard,Add ons,59.09,2842.8500000000004
